indice_tiempo;medio_de_transporte;pais_destino;viajes_de_turistas_residentes
1/5/2023;Aérea;Brasil;44304
1/5/2023;Aérea;Chile;15652
1/5/2023;Aérea;Paraguay;3202
1/5/2023;Aérea;Uruguay;1750
1/5/2023;Aérea;EE.UU. y Canadá;49694
1/5/2023;Aérea;Resto de América;57556
1/5/2023;Aérea;Europa;63569
1/5/2023;Aérea;Resto del mundo;8988
1/5/2023;Fluvial/Marítima;Bolivia;2192
1/5/2023;Fluvial/Marítima;Brasil;4468
1/5/2023;Fluvial/Marítima;Chile;35
1/5/2023;Fluvial/Marítima;Paraguay;8597
1/5/2023;Fluvial/Marítima;Uruguay;31766
1/5/2023;Fluvial/Marítima;EE.UU. y Canadá;111
1/5/2023;Fluvial/Marítima;Resto de América;413
1/5/2023;Fluvial/Marítima;Europa;85
1/5/2023;Fluvial/Marítima;Resto del mundo;28
1/5/2023;Terrestre;Bolivia;16911
1/5/2023;Terrestre;Brasil;39155
1/5/2023;Terrestre;Chile;52158
1/5/2023;Terrestre;Paraguay;59909
1/5/2023;Terrestre;Uruguay;28605
1/5/2023;Terrestre;EE.UU. y Canadá;45
1/5/2023;Terrestre;Resto de América;244
1/5/2023;Terrestre;Europa;38
1/5/2023;Terrestre;Resto del mundo;45
1/6/2023;Aérea;Bolivia;958
1/6/2023;Aérea;Brasil;30937
1/6/2023;Aérea;Chile;15048
1/6/2023;Aérea;Paraguay;3804
1/6/2023;Aérea;Uruguay;2260
1/6/2023;Aérea;EE.UU. y Canadá;53528
1/6/2023;Aérea;Resto de América;46866
1/6/2023;Aérea;Europa;74924
1/6/2023;Aérea;Resto del mundo;5076
1/6/2023;Fluvial/Marítima;Bolivia;1794
1/6/2023;Fluvial/Marítima;Brasil;3325
1/6/2023;Fluvial/Marítima;Chile;2
1/6/2023;Fluvial/Marítima;Paraguay;7473
1/6/2023;Fluvial/Marítima;Uruguay;24803
1/6/2023;Fluvial/Marítima;EE.UU. y Canadá;0
1/6/2023;Fluvial/Marítima;Resto de América;0
1/6/2023;Fluvial/Marítima;Europa;0
1/6/2023;Fluvial/Marítima;Resto del mundo;0
1/6/2023;Terrestre;Bolivia;13743
1/6/2023;Terrestre;Brasil;29428
1/6/2023;Terrestre;Chile;29989
1/6/2023;Terrestre;Paraguay;46286
1/6/2023;Terrestre;Uruguay;21177
1/6/2023;Terrestre;EE.UU. y Canadá;30
1/6/2023;Terrestre;Resto de América;174
1/6/2023;Terrestre;Europa;25
1/6/2023;Terrestre;Resto del mundo;21
1/7/2023;Aérea;Bolivia;2775
1/7/2023;Aérea;Brasil;43329
1/7/2023;Aérea;Chile;14383
1/7/2023;Aérea;Paraguay;3490
1/7/2023;Aérea;Uruguay;946
1/7/2023;Aérea;EE.UU. y Canadá;54047
1/7/2023;Aérea;Resto de América;52403
1/7/2023;Aérea;Europa;70038
1/7/2023;Aérea;Resto del mundo;5086
1/7/2023;Fluvial/Marítima;Bolivia;3476
1/7/2023;Fluvial/Marítima;Brasil;4797
1/7/2023;Fluvial/Marítima;Chile;0
1/7/2023;Fluvial/Marítima;Paraguay;14891
1/7/2023;Fluvial/Marítima;Uruguay;29200
1/7/2023;Fluvial/Marítima;EE.UU. y Canadá;147
1/7/2023;Fluvial/Marítima;Resto de América;470
1/7/2023;Fluvial/Marítima;Europa;105
1/7/2023;Fluvial/Marítima;Resto del mundo;19
1/7/2023;Terrestre;Bolivia;26199
1/7/2023;Terrestre;Brasil;63380
1/7/2023;Terrestre;Chile;34165
1/7/2023;Terrestre;Paraguay;82497
1/7/2023;Terrestre;Uruguay;29999
1/7/2023;Terrestre;EE.UU. y Canadá;0
1/7/2023;Terrestre;Resto de América;0
1/7/2023;Terrestre;Europa;0
1/7/2023;Terrestre;Resto del mundo;0
1/8/2023;Aérea;Bolivia;1931
1/8/2023;Aérea;Brasil;41258
1/8/2023;Aérea;Chile;16533
1/8/2023;Aérea;Paraguay;3281
1/8/2023;Aérea;Uruguay;3376
1/8/2023;Aérea;EE.UU. y Canadá;47511
1/8/2023;Aérea;Resto de América;54150
1/8/2023;Aérea;Europa;74465
1/8/2023;Aérea;Resto del mundo;7191
1/8/2023;Fluvial/Marítima;Bolivia;2883
1/8/2023;Fluvial/Marítima;Brasil;3782
1/8/2023;Fluvial/Marítima;Chile;18
1/8/2023;Fluvial/Marítima;Paraguay;9301
1/8/2023;Fluvial/Marítima;Uruguay;26046
1/8/2023;Fluvial/Marítima;EE.UU. y Canadá;0
1/8/2023;Fluvial/Marítima;Resto de América;0
1/8/2023;Fluvial/Marítima;Europa;0
1/8/2023;Fluvial/Marítima;Resto del mundo;0
1/8/2023;Terrestre;Bolivia;24629
1/8/2023;Terrestre;Brasil;33419
1/8/2023;Terrestre;Chile;30817
1/8/2023;Terrestre;Paraguay;52873
1/8/2023;Terrestre;Uruguay;23764
1/8/2023;Terrestre;EE.UU. y Canadá;38
1/8/2023;Terrestre;Resto de América;253
1/8/2023;Terrestre;Europa;27
1/8/2023;Terrestre;Resto del mundo;28
1/9/2023;Aérea;Bolivia;2572
1/9/2023;Aérea;Brasil;39106
1/9/2023;Aérea;Chile;14820
1/9/2023;Aérea;Paraguay;3151
1/9/2023;Aérea;Uruguay;3383
1/9/2023;Aérea;EE.UU. y Canadá;53047
1/9/2023;Aérea;Resto de América;45947
1/9/2023;Aérea;Europa;80720
1/9/2023;Aérea;Resto del mundo;7933
1/9/2023;Fluvial/Marítima;Bolivia;2281
1/9/2023;Fluvial/Marítima;Brasil;3963
1/9/2023;Fluvial/Marítima;Chile;12
1/9/2023;Fluvial/Marítima;Paraguay;7331
1/9/2023;Fluvial/Marítima;Uruguay;26057
1/9/2023;Fluvial/Marítima;EE.UU. y Canadá;0
1/9/2023;Fluvial/Marítima;Resto de América;0
1/9/2023;Fluvial/Marítima;Europa;1
1/9/2023;Fluvial/Marítima;Resto del mundo;0
1/9/2023;Terrestre;Bolivia;20527
1/9/2023;Terrestre;Brasil;30939
1/9/2023;Terrestre;Chile;35304
1/9/2023;Terrestre;Paraguay;45671
1/9/2023;Terrestre;Uruguay;21338
1/9/2023;Terrestre;EE.UU. y Canadá;66
1/9/2023;Terrestre;Resto de América;477
1/9/2023;Terrestre;Europa;78
1/9/2023;Terrestre;Resto del mundo;43
1/10/2023;Aérea;Bolivia;1404
1/10/2023;Aérea;Brasil;49341
1/10/2023;Aérea;Chile;16426
1/10/2023;Aérea;Paraguay;2890
1/10/2023;Aérea;Uruguay;4955
1/10/2023;Aérea;EE.UU. y Canadá;60958
1/10/2023;Aérea;Resto de América;47443
1/10/2023;Aérea;Europa;77839
1/10/2023;Aérea;Resto del mundo;10657
1/10/2023;Fluvial/Marítima;Bolivia;1691
1/10/2023;Fluvial/Marítima;Brasil;1760
1/10/2023;Fluvial/Marítima;Chile;32
1/10/2023;Fluvial/Marítima;Paraguay;8433
1/10/2023;Fluvial/Marítima;Uruguay;35439
1/10/2023;Fluvial/Marítima;EE.UU. y Canadá;136
1/10/2023;Fluvial/Marítima;Resto de América;783
1/10/2023;Fluvial/Marítima;Europa;206
1/10/2023;Fluvial/Marítima;Resto del mundo;0
1/10/2023;Terrestre;Bolivia;16356
1/10/2023;Terrestre;Brasil;40508
1/10/2023;Terrestre;Chile;60598
1/10/2023;Terrestre;Paraguay;52600
1/10/2023;Terrestre;Uruguay;33902
1/10/2023;Terrestre;EE.UU. y Canadá;6
1/10/2023;Terrestre;Resto de América;51
1/10/2023;Terrestre;Europa;6
1/10/2023;Terrestre;Resto del mundo;4
1/11/2023;Aérea;Bolivia;2021
1/11/2023;Aérea;Brasil;58520
1/11/2023;Aérea;Chile;15327
1/11/2023;Aérea;Paraguay;2784
1/11/2023;Aérea;Uruguay;4826
1/11/2023;Aérea;EE.UU. y Canadá;40465
1/11/2023;Aérea;Resto de América;47612
1/11/2023;Aérea;Europa;55585
1/11/2023;Aérea;Resto del mundo;8427
1/11/2023;Fluvial/Marítima;Bolivia;1843
1/11/2023;Fluvial/Marítima;Brasil;1703
1/11/2023;Fluvial/Marítima;Chile;73
1/11/2023;Fluvial/Marítima;Paraguay;4934
1/11/2023;Fluvial/Marítima;Uruguay;33058
1/11/2023;Fluvial/Marítima;EE.UU. y Canadá;19
1/11/2023;Fluvial/Marítima;Resto de América;125
1/11/2023;Fluvial/Marítima;Europa;34
1/11/2023;Fluvial/Marítima;Resto del mundo;0
1/11/2023;Terrestre;Bolivia;17114
1/11/2023;Terrestre;Brasil;46963
1/11/2023;Terrestre;Chile;50253
1/11/2023;Terrestre;Paraguay;41886
1/11/2023;Terrestre;Uruguay;27767
1/11/2023;Terrestre;EE.UU. y Canadá;109
1/11/2023;Terrestre;Resto de América;752
1/11/2023;Terrestre;Europa;109
1/11/2023;Terrestre;Resto del mundo;78
1/12/2023;Aérea;Bolivia;1039
1/12/2023;Aérea;Brasil;50942
1/12/2023;Aérea;Chile;10625
1/12/2023;Aérea;Paraguay;2877
1/12/2023;Aérea;Uruguay;6293
1/12/2023;Aérea;EE.UU. y Canadá;30869
1/12/2023;Aérea;Resto de América;43244
1/12/2023;Aérea;Europa;22596
1/12/2023;Aérea;Resto del mundo;5269
1/12/2023;Fluvial/Marítima;Bolivia;1530
1/12/2023;Fluvial/Marítima;Brasil;13633
1/12/2023;Fluvial/Marítima;Chile;161
1/12/2023;Fluvial/Marítima;Paraguay;7763
1/12/2023;Fluvial/Marítima;Uruguay;51868
1/12/2023;Fluvial/Marítima;EE.UU. y Canadá;0
1/12/2023;Fluvial/Marítima;Resto de América;0
1/12/2023;Fluvial/Marítima;Europa;0
1/12/2023;Fluvial/Marítima;Resto del mundo;0
1/12/2023;Terrestre;Bolivia;17867
1/12/2023;Terrestre;Brasil;42048
1/12/2023;Terrestre;Chile;64112
1/12/2023;Terrestre;Paraguay;46246
1/12/2023;Terrestre;Uruguay;40520
1/12/2023;Terrestre;EE.UU. y Canadá;126
1/12/2023;Terrestre;Resto de América;761
1/12/2023;Terrestre;Europa;112
1/12/2023;Terrestre;Resto del mundo;38
1/1/2024;Aérea;Bolivia;2751
1/1/2024;Aérea;Brasil;106759
1/1/2024;Aérea;Chile;18140
1/1/2024;Aérea;Paraguay;2848
1/1/2024;Aérea;Uruguay;11056
1/1/2024;Aérea;EE.UU. y Canadá;44327
1/1/2024;Aérea;Resto de América;67712
1/1/2024;Aérea;Europa;43745
1/1/2024;Aérea;Resto del mundo;10057
1/1/2024;Fluvial/Marítima;Bolivia;3898
1/1/2024;Fluvial/Marítima;Brasil;18347
1/1/2024;Fluvial/Marítima;Chile;1951
1/1/2024;Fluvial/Marítima;Paraguay;18725
1/1/2024;Fluvial/Marítima;Uruguay;94205
1/1/2024;Fluvial/Marítima;EE.UU. y Canadá;76
1/1/2024;Fluvial/Marítima;Resto de América;324
1/1/2024;Fluvial/Marítima;Europa;53
1/1/2024;Fluvial/Marítima;Resto del mundo;12
1/1/2024;Terrestre;Bolivia;39270
1/1/2024;Terrestre;Brasil;218878
1/1/2024;Terrestre;Chile;147188
1/1/2024;Terrestre;Paraguay;139208
1/1/2024;Terrestre;Uruguay;120937
1/1/2024;Terrestre;EE.UU. y Canadá;161
1/1/2024;Terrestre;Resto de América;1627
1/1/2024;Terrestre;Europa;211
1/1/2024;Terrestre;Resto del mundo;135
1/2/2024;Aérea;Bolivia;3554
1/2/2024;Aérea;Brasil;118999
1/2/2024;Aérea;Chile;16841
1/2/2024;Aérea;Paraguay;2142
1/2/2024;Aérea;Uruguay;8333
1/2/2024;Aérea;EE.UU. y Canadá;56299
1/2/2024;Aérea;Resto de América;72146
1/2/2024;Aérea;Europa;38200
1/2/2024;Aérea;Resto del mundo;8531
1/2/2024;Fluvial/Marítima;Bolivia;4103
1/2/2024;Fluvial/Marítima;Brasil;16683
1/2/2024;Fluvial/Marítima;Chile;1558
1/2/2024;Fluvial/Marítima;Paraguay;9049
1/2/2024;Fluvial/Marítima;Uruguay;79886
1/2/2024;Fluvial/Marítima;EE.UU. y Canadá;0
1/2/2024;Fluvial/Marítima;Resto de América;3
1/2/2024;Fluvial/Marítima;Europa;0
1/2/2024;Fluvial/Marítima;Resto del mundo;2
1/2/2024;Terrestre;Bolivia;60480
1/2/2024;Terrestre;Brasil;221636
1/2/2024;Terrestre;Chile;131004
1/2/2024;Terrestre;Paraguay;86377
1/2/2024;Terrestre;Uruguay;110737
1/2/2024;Terrestre;EE.UU. y Canadá;60
1/2/2024;Terrestre;Resto de América;375
1/2/2024;Terrestre;Europa;59
1/2/2024;Terrestre;Resto del mundo;47
1/3/2024;Aérea;Bolivia;2404
1/3/2024;Aérea;Brasil;92102
1/3/2024;Aérea;Chile;15485
1/3/2024;Aérea;Paraguay;2689
1/3/2024;Aérea;Uruguay;3841
1/3/2024;Aérea;EE.UU. y Canadá;44283
1/3/2024;Aérea;Resto de América;67208
1/3/2024;Aérea;Europa;37253
1/3/2024;Aérea;Resto del mundo;7478
1/3/2024;Fluvial/Marítima;Bolivia;2495
1/3/2024;Fluvial/Marítima;Brasil;14293
1/3/2024;Fluvial/Marítima;Chile;823
1/3/2024;Fluvial/Marítima;Paraguay;4599
1/3/2024;Fluvial/Marítima;Uruguay;42278
1/3/2024;Fluvial/Marítima;EE.UU. y Canadá;58
1/3/2024;Fluvial/Marítima;Resto de América;208
1/3/2024;Fluvial/Marítima;Europa;65
1/3/2024;Fluvial/Marítima;Resto del mundo;11
1/3/2024;Terrestre;Bolivia;26858
1/3/2024;Terrestre;Brasil;111438
1/3/2024;Terrestre;Chile;91826
1/3/2024;Terrestre;Paraguay;52884
1/3/2024;Terrestre;Uruguay;45737
1/3/2024;Terrestre;EE.UU. y Canadá;75
1/3/2024;Terrestre;Resto de América;316
1/3/2024;Terrestre;Europa;49
1/3/2024;Terrestre;Resto del mundo;51
1/4/2024;Aérea;Bolivia;2874
1/4/2024;Aérea;Brasil;68140
1/4/2024;Aérea;Chile;17966
1/4/2024;Aérea;Paraguay;5058
1/4/2024;Aérea;Uruguay;4554
1/4/2024;Aérea;EE.UU. y Canadá;48204
1/4/2024;Aérea;Resto de América;57129
1/4/2024;Aérea;Europa;44592
1/4/2024;Aérea;Resto del mundo;11679
1/4/2024;Fluvial/Marítima;Bolivia;2097
1/4/2024;Fluvial/Marítima;Brasil;6596
1/4/2024;Fluvial/Marítima;Chile;218
1/4/2024;Fluvial/Marítima;Paraguay;7140
1/4/2024;Fluvial/Marítima;Uruguay;48513
1/4/2024;Fluvial/Marítima;EE.UU. y Canadá;0
1/4/2024;Fluvial/Marítima;Resto de América;0
1/4/2024;Fluvial/Marítima;Europa;0
1/4/2024;Fluvial/Marítima;Resto del mundo;0
1/4/2024;Terrestre;Bolivia;20826
1/4/2024;Terrestre;Brasil;73558
1/4/2024;Terrestre;Chile;156217
1/4/2024;Terrestre;Paraguay;77664
1/4/2024;Terrestre;Uruguay;56756
1/4/2024;Terrestre;EE.UU. y Canadá;94
1/4/2024;Terrestre;Resto de América;489
1/4/2024;Terrestre;Europa;89
1/4/2024;Terrestre;Resto del mundo;96
1/5/2024;Aérea;Bolivia;1902
1/5/2024;Aérea;Brasil;40891
1/5/2024;Aérea;Chile;18066
1/5/2024;Aérea;Paraguay;3816
1/5/2024;Aérea;Uruguay;3502
1/5/2024;Aérea;EE.UU. y Canadá;51441
1/5/2024;Aérea;Resto de América;61434
1/5/2024;Aérea;Europa;61385
1/5/2024;Aérea;Resto del mundo;10991
1/5/2024;Fluvial/Marítima;Bolivia;1731
1/5/2024;Fluvial/Marítima;Brasil;3951
1/5/2024;Fluvial/Marítima;Chile;12
1/5/2024;Fluvial/Marítima;Paraguay;5215
1/5/2024;Fluvial/Marítima;Uruguay;24258
1/5/2024;Fluvial/Marítima;EE.UU. y Canadá;2
1/5/2024;Fluvial/Marítima;Resto de América;9
1/5/2024;Fluvial/Marítima;Europa;1
1/5/2024;Fluvial/Marítima;Resto del mundo;0
1/5/2024;Terrestre;Bolivia;16732
1/5/2024;Terrestre;Brasil;32135
1/5/2024;Terrestre;Chile;90447
1/5/2024;Terrestre;Paraguay;55672
1/5/2024;Terrestre;Uruguay;21237
1/5/2024;Terrestre;EE.UU. y Canadá;98
1/5/2024;Terrestre;Resto de América;537
1/5/2024;Terrestre;Europa;83
1/5/2024;Terrestre;Resto del mundo;100
1/6/2024;Aérea;Bolivia;2343
1/6/2024;Aérea;Brasil;39710
1/6/2024;Aérea;Chile;26657
1/6/2024;Aérea;Paraguay;3276
1/6/2024;Aérea;Uruguay;3997
1/6/2024;Aérea;EE.UU. y Canadá;50663
1/6/2024;Aérea;Resto de América;69856
1/6/2024;Aérea;Europa;73894
1/6/2024;Aérea;Resto del mundo;7850
1/6/2024;Fluvial/Marítima;Bolivia;1721
1/6/2024;Fluvial/Marítima;Brasil;5165
1/6/2024;Fluvial/Marítima;Chile;15
1/6/2024;Fluvial/Marítima;Paraguay;4743
1/6/2024;Fluvial/Marítima;Uruguay;29176
1/6/2024;Fluvial/Marítima;EE.UU. y Canadá;119
1/6/2024;Fluvial/Marítima;Resto de América;406
1/6/2024;Fluvial/Marítima;Europa;83
1/6/2024;Fluvial/Marítima;Resto del mundo;30
1/6/2024;Terrestre;Bolivia;16102
1/6/2024;Terrestre;Brasil;33761
1/6/2024;Terrestre;Chile;44338
1/6/2024;Terrestre;Paraguay;61601
1/6/2024;Terrestre;Uruguay;25148
1/6/2024;Terrestre;EE.UU. y Canadá;7
1/6/2024;Terrestre;Resto de América;40
1/6/2024;Terrestre;Europa;6
1/6/2024;Terrestre;Resto del mundo;4
1/7/2024;Aérea;Bolivia;2627
1/7/2024;Aérea;Brasil;61555
1/7/2024;Aérea;Chile;37692
1/7/2024;Aérea;Paraguay;2445
1/7/2024;Aérea;Uruguay;3558
1/7/2024;Aérea;EE.UU. y Canadá;69443
1/7/2024;Aérea;Resto de América;64824
1/7/2024;Aérea;Europa;71239
1/7/2024;Aérea;Resto del mundo;6654
1/7/2024;Fluvial/Marítima;Bolivia;3250
1/7/2024;Fluvial/Marítima;Brasil;6290
1/7/2024;Fluvial/Marítima;Chile;14
1/7/2024;Fluvial/Marítima;Paraguay;9293
1/7/2024;Fluvial/Marítima;Uruguay;32224
1/7/2024;Fluvial/Marítima;EE.UU. y Canadá;0
1/7/2024;Fluvial/Marítima;Resto de América;0
1/7/2024;Fluvial/Marítima;Europa;0
1/7/2024;Fluvial/Marítima;Resto del mundo;0
1/7/2024;Terrestre;Bolivia;29805
1/7/2024;Terrestre;Brasil;59452
1/7/2024;Terrestre;Chile;81508
1/7/2024;Terrestre;Paraguay;95223
1/7/2024;Terrestre;Uruguay;29065
1/7/2024;Terrestre;EE.UU. y Canadá;48
1/7/2024;Terrestre;Resto de América;334
1/7/2024;Terrestre;Europa;32
1/7/2024;Terrestre;Resto del mundo;36
1/8/2024;Aérea;Bolivia;3400
1/8/2024;Aérea;Brasil;45400
1/8/2024;Aérea;Chile;26944
1/8/2024;Aérea;Paraguay;3777
1/8/2024;Aérea;Uruguay;4774
1/8/2024;Aérea;EE.UU. y Canadá;54321
1/8/2024;Aérea;Resto de América;62245
1/8/2024;Aérea;Europa;79486
1/8/2024;Aérea;Resto del mundo;5811
1/8/2024;Fluvial/Marítima;Bolivia;2557
1/8/2024;Fluvial/Marítima;Brasil;4756
1/8/2024;Fluvial/Marítima;Chile;24
1/8/2024;Fluvial/Marítima;Paraguay;5178
1/8/2024;Fluvial/Marítima;Uruguay;22076
1/8/2024;Fluvial/Marítima;EE.UU. y Canadá;13
1/8/2024;Fluvial/Marítima;Resto de América;77
1/8/2024;Fluvial/Marítima;Europa;21
1/8/2024;Fluvial/Marítima;Resto del mundo;3
1/8/2024;Terrestre;Bolivia;24401
1/8/2024;Terrestre;Brasil;32164
1/8/2024;Terrestre;Chile;58909
1/8/2024;Terrestre;Paraguay;58012
1/8/2024;Terrestre;Uruguay;18695
1/8/2024;Terrestre;EE.UU. y Canadá;71
1/8/2024;Terrestre;Resto de América;465
1/8/2024;Terrestre;Europa;51
1/8/2024;Terrestre;Resto del mundo;51
1/9/2024;Aérea;Bolivia;3636
1/9/2024;Aérea;Brasil;49077
1/9/2024;Aérea;Chile;26622
1/9/2024;Aérea;Paraguay;3412
1/9/2024;Aérea;Uruguay;4501
1/9/2024;Aérea;EE.UU. y Canadá;53550
1/9/2024;Aérea;Resto de América;60913
1/9/2024;Aérea;Europa;91168
1/9/2024;Aérea;Resto del mundo;8632
1/9/2024;Fluvial/Marítima;Bolivia;2652
1/9/2024;Fluvial/Marítima;Brasil;5099
1/9/2024;Fluvial/Marítima;Chile;38
1/9/2024;Fluvial/Marítima;Paraguay;5439
1/9/2024;Fluvial/Marítima;Uruguay;30659
1/9/2024;Fluvial/Marítima;EE.UU. y Canadá;18
1/9/2024;Fluvial/Marítima;Resto de América;112
1/9/2024;Fluvial/Marítima;Europa;28
1/9/2024;Fluvial/Marítima;Resto del mundo;4
1/9/2024;Terrestre;Bolivia;22004
1/9/2024;Terrestre;Brasil;39992
1/9/2024;Terrestre;Chile;88973
1/9/2024;Terrestre;Paraguay;60015
1/9/2024;Terrestre;Uruguay;22082
1/9/2024;Terrestre;EE.UU. y Canadá;133
1/9/2024;Terrestre;Resto de América;958
1/9/2024;Terrestre;Europa;158
1/9/2024;Terrestre;Resto del mundo;87
1/10/2024;Aérea;Bolivia;3074
1/10/2024;Aérea;Brasil;67045
1/10/2024;Aérea;Chile;34673
1/10/2024;Aérea;Paraguay;3797
1/10/2024;Aérea;Uruguay;3497
1/10/2024;Aérea;EE.UU. y Canadá;54128
1/10/2024;Aérea;Resto de América;61731
1/10/2024;Aérea;Europa;85367
1/10/2024;Aérea;Resto del mundo;9391
1/10/2024;Fluvial/Marítima;Bolivia;1775
1/10/2024;Fluvial/Marítima;Brasil;5651
1/10/2024;Fluvial/Marítima;Chile;32
1/10/2024;Fluvial/Marítima;Paraguay;5664
1/10/2024;Fluvial/Marítima;Uruguay;40429
1/10/2024;Fluvial/Marítima;EE.UU. y Canadá;82
1/10/2024;Fluvial/Marítima;Resto de América;474
1/10/2024;Fluvial/Marítima;Europa;124
1/10/2024;Fluvial/Marítima;Resto del mundo;3
1/10/2024;Terrestre;Bolivia;16277
1/10/2024;Terrestre;Brasil;47829
1/10/2024;Terrestre;Chile;118313
1/10/2024;Terrestre;Paraguay;63457
1/10/2024;Terrestre;Uruguay;30717
1/10/2024;Terrestre;EE.UU. y Canadá;57
1/10/2024;Terrestre;Resto de América;425
1/10/2024;Terrestre;Europa;53
1/10/2024;Terrestre;Resto del mundo;37
1/11/2024;Aérea;Bolivia;2063
1/11/2024;Aérea;Brasil;67899
1/11/2024;Aérea;Chile;27874
1/11/2024;Aérea;Paraguay;5048
1/11/2024;Aérea;Uruguay;4352
1/11/2024;Aérea;EE.UU. y Canadá;45443
1/11/2024;Aérea;Resto de América;73647
1/11/2024;Aérea;Europa;54480
1/11/2024;Aérea;Resto del mundo;8009
1/11/2024;Fluvial/Marítima;Bolivia;2032
1/11/2024;Fluvial/Marítima;Brasil;6258
1/11/2024;Fluvial/Marítima;Chile;123
1/11/2024;Fluvial/Marítima;Paraguay;5641
1/11/2024;Fluvial/Marítima;Uruguay;44554
1/11/2024;Fluvial/Marítima;EE.UU. y Canadá;218
1/11/2024;Fluvial/Marítima;Resto de América;1302
1/11/2024;Fluvial/Marítima;Europa;330
1/11/2024;Fluvial/Marítima;Resto del mundo;0
1/11/2024;Terrestre;Bolivia;17623
1/11/2024;Terrestre;Brasil;53805
1/11/2024;Terrestre;Chile;130526
1/11/2024;Terrestre;Paraguay;75992
1/11/2024;Terrestre;Uruguay;34881
1/11/2024;Terrestre;EE.UU. y Canadá;22
1/11/2024;Terrestre;Resto de América;152
1/11/2024;Terrestre;Europa;22
1/11/2024;Terrestre;Resto del mundo;15
1/12/2024;Aérea;Bolivia;1867
1/12/2024;Aérea;Brasil;71039
1/12/2024;Aérea;Chile;23358
1/12/2024;Aérea;Paraguay;3472
1/12/2024;Aérea;Uruguay;3524
1/12/2024;Aérea;EE.UU. y Canadá;38655
1/12/2024;Aérea;Resto de América;62794
1/12/2024;Aérea;Europa;26345
1/12/2024;Aérea;Resto del mundo;4787
1/12/2024;Fluvial/Marítima;Bolivia;4045
1/12/2024;Fluvial/Marítima;Brasil;20682
1/12/2024;Fluvial/Marítima;Chile;513
1/12/2024;Fluvial/Marítima;Paraguay;6571
1/12/2024;Fluvial/Marítima;Uruguay;61116
1/12/2024;Fluvial/Marítima;EE.UU. y Canadá;0
1/12/2024;Fluvial/Marítima;Resto de América;0
1/12/2024;Fluvial/Marítima;Europa;0
1/12/2024;Fluvial/Marítima;Resto del mundo;0
1/12/2024;Terrestre;Bolivia;19810
1/12/2024;Terrestre;Brasil;64699
1/12/2024;Terrestre;Chile;170173
1/12/2024;Terrestre;Paraguay;65186
1/12/2024;Terrestre;Uruguay;43872
1/12/2024;Terrestre;EE.UU. y Canadá;136
1/12/2024;Terrestre;Resto de América;825
1/12/2024;Terrestre;Europa;122
1/12/2024;Terrestre;Resto del mundo;42
1/1/2025;Aérea;Bolivia;4517
1/1/2025;Aérea;Brasil;182641
1/1/2025;Aérea;Chile;30397
1/1/2025;Aérea;Paraguay;2265
1/1/2025;Aérea;Uruguay;12673
1/1/2025;Aérea;EE.UU. y Canadá;55682
1/1/2025;Aérea;Resto de América;108538
1/1/2025;Aérea;Europa;60125
1/1/2025;Aérea;Resto del mundo;9738
1/1/2025;Fluvial/Marítima;Bolivia;6863
1/1/2025;Fluvial/Marítima;Brasil;27945
1/1/2025;Fluvial/Marítima;Chile;948
1/1/2025;Fluvial/Marítima;Paraguay;20371
1/1/2025;Fluvial/Marítima;Uruguay;116285
1/1/2025;Fluvial/Marítima;EE.UU. y Canadá;504
1/1/2025;Fluvial/Marítima;Resto de América;2114
1/1/2025;Fluvial/Marítima;Europa;350
1/1/2025;Fluvial/Marítima;Resto del mundo;83
1/1/2025;Terrestre;Bolivia;50931
1/1/2025;Terrestre;Brasil;421533
1/1/2025;Terrestre;Chile;409962
1/1/2025;Terrestre;Paraguay;212802
1/1/2025;Terrestre;Uruguay;185947
1/1/2025;Terrestre;EE.UU. y Canadá;305
1/1/2025;Terrestre;Resto de América;3075
1/1/2025;Terrestre;Europa;400
1/1/2025;Terrestre;Resto del mundo;255
1/2/2025;Aérea;Bolivia;3631
1/2/2025;Aérea;Brasil;206604
1/2/2025;Aérea;Chile;30759
1/2/2025;Aérea;Paraguay;3679
1/2/2025;Aérea;Uruguay;9081
1/2/2025;Aérea;EE.UU. y Canadá;61587
1/2/2025;Aérea;Resto de América;113148
1/2/2025;Aérea;Europa;62304
1/2/2025;Aérea;Resto del mundo;13380
1/2/2025;Fluvial/Marítima;Bolivia;6855
1/2/2025;Fluvial/Marítima;Brasil;30477
1/2/2025;Fluvial/Marítima;Chile;889
1/2/2025;Fluvial/Marítima;Paraguay;8874
1/2/2025;Fluvial/Marítima;Uruguay;107929
1/2/2025;Fluvial/Marítima;EE.UU. y Canadá;0
1/2/2025;Fluvial/Marítima;Resto de América;0
1/2/2025;Fluvial/Marítima;Europa;1
1/2/2025;Fluvial/Marítima;Resto del mundo;0
1/2/2025;Terrestre;Bolivia;49137
1/2/2025;Terrestre;Brasil;466551
1/2/2025;Terrestre;Chile;337105
1/2/2025;Terrestre;Paraguay;129421
1/2/2025;Terrestre;Uruguay;180583
1/2/2025;Terrestre;EE.UU. y Canadá;199
1/2/2025;Terrestre;Resto de América;1246
1/2/2025;Terrestre;Europa;198
1/2/2025;Terrestre;Resto del mundo;158
