indice_tiempo;medio_de_transporte;pais_origen;viajes_de_turistas_no_residentes
1/6/2021;Fluvial/Marítima;Brasil;1
1/6/2021;Fluvial/Marítima;Chile;0
1/6/2021;Fluvial/Marítima;Paraguay;2
1/6/2021;Fluvial/Marítima;Uruguay;249
1/6/2021;Fluvial/Marítima;EE.UU. y Canadá;7
1/6/2021;Fluvial/Marítima;Resto de América;6
1/6/2021;Fluvial/Marítima;Europa;8
1/6/2021;Fluvial/Marítima;Resto del mundo;7
1/6/2021;Terrestre;Bolivia;12
1/6/2021;Terrestre;Brasil;125
1/6/2021;Terrestre;Chile;45
1/6/2021;Terrestre;Paraguay;99
1/6/2021;Terrestre;Uruguay;230
1/6/2021;Terrestre;EE.UU. y Canadá;1
1/6/2021;Terrestre;Resto de América;5
1/6/2021;Terrestre;Europa;4
1/6/2021;Terrestre;Resto del mundo;2
1/7/2021;Aérea;Bolivia;42
1/7/2021;Aérea;Brasil;240
1/7/2021;Aérea;Chile;92
1/7/2021;Aérea;Paraguay;82
1/7/2021;Aérea;Uruguay;38
1/7/2021;Aérea;EE.UU. y Canadá;853
1/7/2021;Aérea;Resto de América;646
1/7/2021;Aérea;Europa;1528
1/7/2021;Aérea;Resto del mundo;168
1/7/2021;Fluvial/Marítima;Bolivia;1
1/7/2021;Fluvial/Marítima;Brasil;2
1/7/2021;Fluvial/Marítima;Chile;0
1/7/2021;Fluvial/Marítima;Paraguay;0
1/7/2021;Fluvial/Marítima;Uruguay;409
1/7/2021;Fluvial/Marítima;EE.UU. y Canadá;3
1/7/2021;Fluvial/Marítima;Resto de América;7
1/7/2021;Fluvial/Marítima;Europa;8
1/7/2021;Fluvial/Marítima;Resto del mundo;9
1/7/2021;Terrestre;Bolivia;31
1/7/2021;Terrestre;Brasil;203
1/7/2021;Terrestre;Chile;69
1/7/2021;Terrestre;Paraguay;118
1/7/2021;Terrestre;Uruguay;270
1/7/2021;Terrestre;EE.UU. y Canadá;3
1/7/2021;Terrestre;Resto de América;13
1/7/2021;Terrestre;Europa;7
1/7/2021;Terrestre;Resto del mundo;1
1/8/2021;Aérea;Bolivia;48
1/8/2021;Aérea;Brasil;213
1/8/2021;Aérea;Chile;110
1/8/2021;Aérea;Paraguay;79
1/8/2021;Aérea;Uruguay;35
1/8/2021;Aérea;EE.UU. y Canadá;798
1/8/2021;Aérea;Resto de América;640
1/8/2021;Aérea;Europa;1383
1/8/2021;Aérea;Resto del mundo;167
1/8/2021;Fluvial/Marítima;Bolivia;0
1/8/2021;Fluvial/Marítima;Brasil;0
1/8/2021;Fluvial/Marítima;Chile;0
1/8/2021;Fluvial/Marítima;Paraguay;1
1/8/2021;Fluvial/Marítima;Uruguay;360
1/8/2021;Fluvial/Marítima;EE.UU. y Canadá;2
1/8/2021;Fluvial/Marítima;Resto de América;3
1/8/2021;Fluvial/Marítima;Europa;7
1/8/2021;Fluvial/Marítima;Resto del mundo;6
1/8/2021;Terrestre;Bolivia;8
1/8/2021;Terrestre;Brasil;96
1/8/2021;Terrestre;Chile;34
1/8/2021;Terrestre;Paraguay;79
1/8/2021;Terrestre;Uruguay;223
1/8/2021;Terrestre;EE.UU. y Canadá;3
1/8/2021;Terrestre;Resto de América;14
1/8/2021;Terrestre;Europa;6
1/8/2021;Terrestre;Resto del mundo;0
1/9/2021;Aérea;Bolivia;97
1/9/2021;Aérea;Brasil;198
1/9/2021;Aérea;Chile;143
1/9/2021;Aérea;Paraguay;72
1/9/2021;Aérea;Uruguay;57
1/9/2021;Aérea;EE.UU. y Canadá;613
1/9/2021;Aérea;Resto de América;594
1/9/2021;Aérea;Europa;1678
1/9/2021;Aérea;Resto del mundo;152
1/9/2021;Fluvial/Marítima;Bolivia;1
1/9/2021;Fluvial/Marítima;Brasil;2
1/9/2021;Fluvial/Marítima;Chile;3
1/9/2021;Fluvial/Marítima;Paraguay;1
1/9/2021;Fluvial/Marítima;Uruguay;484
1/9/2021;Fluvial/Marítima;EE.UU. y Canadá;3
1/9/2021;Fluvial/Marítima;Resto de América;10
1/9/2021;Fluvial/Marítima;Europa;7
1/9/2021;Fluvial/Marítima;Resto del mundo;9
1/9/2021;Terrestre;Bolivia;21
1/9/2021;Terrestre;Brasil;95
1/9/2021;Terrestre;Chile;54
1/9/2021;Terrestre;Paraguay;134
1/9/2021;Terrestre;Uruguay;299
1/9/2021;Terrestre;EE.UU. y Canadá;0
1/9/2021;Terrestre;Resto de América;17
1/9/2021;Terrestre;Europa;5
1/9/2021;Terrestre;Resto del mundo;0
1/10/2021;Aérea;Bolivia;298
1/10/2021;Aérea;Brasil;1492
1/10/2021;Aérea;Chile;1482
1/10/2021;Aérea;Paraguay;314
1/10/2021;Aérea;Uruguay;568
1/10/2021;Aérea;EE.UU. y Canadá;2327
1/10/2021;Aérea;Resto de América;1646
1/10/2021;Aérea;Europa;4828
1/10/2021;Aérea;Resto del mundo;426
1/10/2021;Fluvial/Marítima;Bolivia;9
1/10/2021;Fluvial/Marítima;Brasil;12
1/10/2021;Fluvial/Marítima;Chile;5
1/10/2021;Fluvial/Marítima;Paraguay;3
1/10/2021;Fluvial/Marítima;Uruguay;2920
1/10/2021;Fluvial/Marítima;EE.UU. y Canadá;10
1/10/2021;Fluvial/Marítima;Resto de América;26
1/10/2021;Fluvial/Marítima;Europa;33
1/10/2021;Fluvial/Marítima;Resto del mundo;8
1/10/2021;Terrestre;Bolivia;494
1/10/2021;Terrestre;Brasil;1575
1/10/2021;Terrestre;Chile;752
1/10/2021;Terrestre;Paraguay;705
1/10/2021;Terrestre;Uruguay;730
1/10/2021;Terrestre;EE.UU. y Canadá;11
1/10/2021;Terrestre;Resto de América;91
1/10/2021;Terrestre;Europa;31
1/10/2021;Terrestre;Resto del mundo;14
1/11/2021;Aérea;Bolivia;1350
1/11/2021;Aérea;Brasil;7247
1/11/2021;Aérea;Chile;7737
1/11/2021;Aérea;Paraguay;900
1/11/2021;Aérea;Uruguay;670
1/11/2021;Aérea;EE.UU. y Canadá;9527
1/11/2021;Aérea;Resto de América;6656
1/11/2021;Aérea;Europa;12424
1/11/2021;Aérea;Resto del mundo;1049
1/11/2021;Fluvial/Marítima;Bolivia;30
1/11/2021;Fluvial/Marítima;Brasil;1244
1/11/2021;Fluvial/Marítima;Chile;79
1/11/2021;Fluvial/Marítima;Paraguay;33
1/11/2021;Fluvial/Marítima;Uruguay;5945
1/11/2021;Fluvial/Marítima;EE.UU. y Canadá;225
1/11/2021;Fluvial/Marítima;Resto de América;448
1/11/2021;Fluvial/Marítima;Europa;663
1/11/2021;Fluvial/Marítima;Resto del mundo;69
1/11/2021;Terrestre;Bolivia;948
1/11/2021;Terrestre;Brasil;6747
1/11/2021;Terrestre;Chile;1934
1/11/2021;Terrestre;Paraguay;4223
1/11/2021;Terrestre;Uruguay;2418
1/11/2021;Terrestre;EE.UU. y Canadá;85
1/11/2021;Terrestre;Resto de América;325
1/11/2021;Terrestre;Europa;401
1/11/2021;Terrestre;Resto del mundo;149
1/12/2021;Aérea;Bolivia;2349
1/12/2021;Aérea;Brasil;9445
1/12/2021;Aérea;Chile;9445
1/12/2021;Aérea;Paraguay;1208
1/12/2021;Aérea;Uruguay;1142
1/12/2021;Aérea;EE.UU. y Canadá;17046
1/12/2021;Aérea;Resto de América;10697
1/12/2021;Aérea;Europa;18889
1/12/2021;Aérea;Resto del mundo;1775
1/12/2021;Fluvial/Marítima;Bolivia;115
1/12/2021;Fluvial/Marítima;Brasil;736
1/12/2021;Fluvial/Marítima;Chile;211
1/12/2021;Fluvial/Marítima;Paraguay;100
1/12/2021;Fluvial/Marítima;Uruguay;7834
1/12/2021;Fluvial/Marítima;EE.UU. y Canadá;1776
1/12/2021;Fluvial/Marítima;Resto de América;745
1/12/2021;Fluvial/Marítima;Europa;1360
1/12/2021;Fluvial/Marítima;Resto del mundo;142
1/12/2021;Terrestre;Bolivia;1800
1/12/2021;Terrestre;Brasil;9576
1/12/2021;Terrestre;Chile;1179
1/12/2021;Terrestre;Paraguay;10127
1/12/2021;Terrestre;Uruguay;4443
1/12/2021;Terrestre;EE.UU. y Canadá;336
1/12/2021;Terrestre;Resto de América;828
1/12/2021;Terrestre;Europa;1149
1/12/2021;Terrestre;Resto del mundo;584
1/1/2022;Aérea;Bolivia;3286
1/1/2022;Aérea;Brasil;16787
1/1/2022;Aérea;Chile;10730
1/1/2022;Aérea;Paraguay;1471
1/1/2022;Aérea;Uruguay;597
1/1/2022;Aérea;EE.UU. y Canadá;27819
1/1/2022;Aérea;Resto de América;16805
1/1/2022;Aérea;Europa;36972
1/1/2022;Aérea;Resto del mundo;2663
1/1/2022;Fluvial/Marítima;Bolivia;101
1/1/2022;Fluvial/Marítima;Brasil;955
1/1/2022;Fluvial/Marítima;Chile;226
1/1/2022;Fluvial/Marítima;Paraguay;177
1/1/2022;Fluvial/Marítima;Uruguay;4797
1/1/2022;Fluvial/Marítima;EE.UU. y Canadá;883
1/1/2022;Fluvial/Marítima;Resto de América;894
1/1/2022;Fluvial/Marítima;Europa;1132
1/1/2022;Fluvial/Marítima;Resto del mundo;200
1/1/2022;Terrestre;Bolivia;2734
1/1/2022;Terrestre;Brasil;16487
1/1/2022;Terrestre;Chile;6522
1/1/2022;Terrestre;Paraguay;14014
1/1/2022;Terrestre;Uruguay;4536
1/1/2022;Terrestre;EE.UU. y Canadá;768
1/1/2022;Terrestre;Resto de América;1279
1/1/2022;Terrestre;Europa;2534
1/1/2022;Terrestre;Resto del mundo;1130
1/2/2022;Aérea;Bolivia;2007
1/2/2022;Aérea;Brasil;9167
1/2/2022;Aérea;Chile;10955
1/2/2022;Aérea;Paraguay;1439
1/2/2022;Aérea;Uruguay;638
1/2/2022;Aérea;EE.UU. y Canadá;17867
1/2/2022;Aérea;Resto de América;11746
1/2/2022;Aérea;Europa;29498
1/2/2022;Aérea;Resto del mundo;2402
1/2/2022;Fluvial/Marítima;Bolivia;103
1/2/2022;Fluvial/Marítima;Brasil;2095
1/2/2022;Fluvial/Marítima;Chile;286
1/2/2022;Fluvial/Marítima;Paraguay;286
1/2/2022;Fluvial/Marítima;Uruguay;5999
1/2/2022;Fluvial/Marítima;EE.UU. y Canadá;646
1/2/2022;Fluvial/Marítima;Resto de América;899
1/2/2022;Fluvial/Marítima;Europa;1562
1/2/2022;Fluvial/Marítima;Resto del mundo;244
1/2/2022;Terrestre;Bolivia;2453
1/2/2022;Terrestre;Brasil;11806
1/2/2022;Terrestre;Chile;8025
1/2/2022;Terrestre;Paraguay;16457
1/2/2022;Terrestre;Uruguay;5731
1/2/2022;Terrestre;EE.UU. y Canadá;1011
1/2/2022;Terrestre;Resto de América;1384
1/2/2022;Terrestre;Europa;3796
1/2/2022;Terrestre;Resto del mundo;2081
1/3/2022;Aérea;Bolivia;3146
1/3/2022;Aérea;Brasil;19621
1/3/2022;Aérea;Chile;11047
1/3/2022;Aérea;Paraguay;2409
1/3/2022;Aérea;Uruguay;1182
1/3/2022;Aérea;EE.UU. y Canadá;25095
1/3/2022;Aérea;Resto de América;17534
1/3/2022;Aérea;Europa;36288
1/3/2022;Aérea;Resto del mundo;3363
1/3/2022;Fluvial/Marítima;Bolivia;89
1/3/2022;Fluvial/Marítima;Brasil;3516
1/3/2022;Fluvial/Marítima;Chile;180
1/3/2022;Fluvial/Marítima;Paraguay;518
1/3/2022;Fluvial/Marítima;Uruguay;13318
1/3/2022;Fluvial/Marítima;EE.UU. y Canadá;1258
1/3/2022;Fluvial/Marítima;Resto de América;2288
1/3/2022;Fluvial/Marítima;Europa;2218
1/3/2022;Fluvial/Marítima;Resto del mundo;265
1/3/2022;Terrestre;Bolivia;3574
1/3/2022;Terrestre;Brasil;17576
1/3/2022;Terrestre;Chile;7683
1/3/2022;Terrestre;Paraguay;17988
1/3/2022;Terrestre;Uruguay;10384
1/3/2022;Terrestre;EE.UU. y Canadá;1451
1/3/2022;Terrestre;Resto de América;2039
1/3/2022;Terrestre;Europa;6394
1/3/2022;Terrestre;Resto del mundo;1539
1/4/2022;Aérea;Bolivia;3561
1/4/2022;Aérea;Brasil;28702
1/4/2022;Aérea;Chile;13446
1/4/2022;Aérea;Paraguay;3313
1/4/2022;Aérea;Uruguay;2181
1/4/2022;Aérea;EE.UU. y Canadá;22262
1/4/2022;Aérea;Resto de América;20412
1/4/2022;Aérea;Europa;34104
1/4/2022;Aérea;Resto del mundo;3809
1/4/2022;Fluvial/Marítima;Bolivia;508
1/4/2022;Fluvial/Marítima;Brasil;6086
1/4/2022;Fluvial/Marítima;Chile;301
1/4/2022;Fluvial/Marítima;Paraguay;1299
1/4/2022;Fluvial/Marítima;Uruguay;29035
1/4/2022;Fluvial/Marítima;EE.UU. y Canadá;1017
1/4/2022;Fluvial/Marítima;Resto de América;2514
1/4/2022;Fluvial/Marítima;Europa;2490
1/4/2022;Fluvial/Marítima;Resto del mundo;231
1/4/2022;Terrestre;Bolivia;4936
1/4/2022;Terrestre;Brasil;24142
1/4/2022;Terrestre;Chile;11007
1/4/2022;Terrestre;Paraguay;30959
1/4/2022;Terrestre;Uruguay;42711
1/4/2022;Terrestre;EE.UU. y Canadá;1645
1/4/2022;Terrestre;Resto de América;3213
1/4/2022;Terrestre;Europa;6913
1/4/2022;Terrestre;Resto del mundo;1242
1/5/2022;Aérea;Bolivia;3586
1/5/2022;Aérea;Brasil;32373
1/5/2022;Aérea;Chile;18092
1/5/2022;Aérea;Paraguay;3270
1/5/2022;Aérea;Uruguay;2040
1/5/2022;Aérea;EE.UU. y Canadá;16950
1/5/2022;Aérea;Resto de América;20550
1/5/2022;Aérea;Europa;20581
1/5/2022;Aérea;Resto del mundo;2873
1/5/2022;Fluvial/Marítima;Bolivia;1093
1/5/2022;Fluvial/Marítima;Brasil;5149
1/5/2022;Fluvial/Marítima;Chile;393
1/5/2022;Fluvial/Marítima;Paraguay;2234
1/5/2022;Fluvial/Marítima;Uruguay;25494
1/5/2022;Fluvial/Marítima;EE.UU. y Canadá;981
1/5/2022;Fluvial/Marítima;Resto de América;2228
1/5/2022;Fluvial/Marítima;Europa;1705
1/5/2022;Fluvial/Marítima;Resto del mundo;260
1/5/2022;Terrestre;Bolivia;6762
1/5/2022;Terrestre;Brasil;20283
1/5/2022;Terrestre;Chile;20907
1/5/2022;Terrestre;Paraguay;28421
1/5/2022;Terrestre;Uruguay;28484
1/5/2022;Terrestre;EE.UU. y Canadá;1610
1/5/2022;Terrestre;Resto de América;3584
1/5/2022;Terrestre;Europa;5455
1/5/2022;Terrestre;Resto del mundo;958
1/6/2022;Aérea;Bolivia;2585
1/6/2022;Aérea;Brasil;38401
1/6/2022;Aérea;Chile;14929
1/6/2022;Aérea;Paraguay;2698
1/6/2022;Aérea;Uruguay;2108
1/6/2022;Aérea;EE.UU. y Canadá;17210
1/6/2022;Aérea;Resto de América;17175
1/6/2022;Aérea;Europa;15603
1/6/2022;Aérea;Resto del mundo;3219
1/6/2022;Fluvial/Marítima;Bolivia;879
1/6/2022;Fluvial/Marítima;Brasil;6324
1/6/2022;Fluvial/Marítima;Chile;362
1/6/2022;Fluvial/Marítima;Paraguay;2416
1/6/2022;Fluvial/Marítima;Uruguay;18691
1/6/2022;Fluvial/Marítima;EE.UU. y Canadá;1111
1/6/2022;Fluvial/Marítima;Resto de América;1857
1/6/2022;Fluvial/Marítima;Europa;1262
1/6/2022;Fluvial/Marítima;Resto del mundo;301
1/6/2022;Terrestre;Bolivia;6806
1/6/2022;Terrestre;Brasil;22058
1/6/2022;Terrestre;Chile;16910
1/6/2022;Terrestre;Paraguay;23102
1/6/2022;Terrestre;Uruguay;24472
1/6/2022;Terrestre;EE.UU. y Canadá;1602
1/6/2022;Terrestre;Resto de América;3346
1/6/2022;Terrestre;Europa;3274
1/6/2022;Terrestre;Resto del mundo;638
1/7/2022;Aérea;Bolivia;3379
1/7/2022;Aérea;Brasil;58913
1/7/2022;Aérea;Chile;21006
1/7/2022;Aérea;Paraguay;3224
1/7/2022;Aérea;Uruguay;2745
1/7/2022;Aérea;EE.UU. y Canadá;19768
1/7/2022;Aérea;Resto de América;20904
1/7/2022;Aérea;Europa;16541
1/7/2022;Aérea;Resto del mundo;2782
1/7/2022;Fluvial/Marítima;Bolivia;2534
1/7/2022;Fluvial/Marítima;Brasil;10691
1/7/2022;Fluvial/Marítima;Chile;760
1/7/2022;Fluvial/Marítima;Paraguay;4199
1/7/2022;Fluvial/Marítima;Uruguay;39247
1/7/2022;Fluvial/Marítima;EE.UU. y Canadá;1422
1/7/2022;Fluvial/Marítima;Resto de América;2926
1/7/2022;Fluvial/Marítima;Europa;1636
1/7/2022;Fluvial/Marítima;Resto del mundo;340
1/7/2022;Terrestre;Bolivia;11645
1/7/2022;Terrestre;Brasil;33493
1/7/2022;Terrestre;Chile;17779
1/7/2022;Terrestre;Paraguay;39469
1/7/2022;Terrestre;Uruguay;63210
1/7/2022;Terrestre;EE.UU. y Canadá;1727
1/7/2022;Terrestre;Resto de América;3642
1/7/2022;Terrestre;Europa;4324
1/7/2022;Terrestre;Resto del mundo;561
1/8/2022;Aérea;Bolivia;2993
1/8/2022;Aérea;Brasil;53282
1/8/2022;Aérea;Chile;18907
1/8/2022;Aérea;Paraguay;3242
1/8/2022;Aérea;Uruguay;2654
1/8/2022;Aérea;EE.UU. y Canadá;21266
1/8/2022;Aérea;Resto de América;23950
1/8/2022;Aérea;Europa;24794
1/8/2022;Aérea;Resto del mundo;3546
1/8/2022;Fluvial/Marítima;Bolivia;1816
1/8/2022;Fluvial/Marítima;Brasil;7888
1/8/2022;Fluvial/Marítima;Chile;525
1/8/2022;Fluvial/Marítima;Paraguay;3849
1/8/2022;Fluvial/Marítima;Uruguay;34472
1/8/2022;Fluvial/Marítima;EE.UU. y Canadá;1190
1/8/2022;Fluvial/Marítima;Resto de América;3006
1/8/2022;Fluvial/Marítima;Europa;1952
1/8/2022;Fluvial/Marítima;Resto del mundo;307
1/8/2022;Terrestre;Bolivia;8869
1/8/2022;Terrestre;Brasil;25450
1/8/2022;Terrestre;Chile;18887
1/8/2022;Terrestre;Paraguay;32519
1/8/2022;Terrestre;Uruguay;47806
1/8/2022;Terrestre;EE.UU. y Canadá;1642
1/8/2022;Terrestre;Resto de América;4365
1/8/2022;Terrestre;Europa;6343
1/8/2022;Terrestre;Resto del mundo;677
1/9/2022;Aérea;Bolivia;3461
1/9/2022;Aérea;Brasil;47018
1/9/2022;Aérea;Chile;17595
1/9/2022;Aérea;Paraguay;2613
1/9/2022;Aérea;Uruguay;2949
1/9/2022;Aérea;EE.UU. y Canadá;17060
1/9/2022;Aérea;Resto de América;24138
1/9/2022;Aérea;Europa;20370
1/9/2022;Aérea;Resto del mundo;3570
1/9/2022;Fluvial/Marítima;Bolivia;1970
1/9/2022;Fluvial/Marítima;Brasil;9773
1/9/2022;Fluvial/Marítima;Chile;769
1/9/2022;Fluvial/Marítima;Paraguay;4303
1/9/2022;Fluvial/Marítima;Uruguay;41327
1/9/2022;Fluvial/Marítima;EE.UU. y Canadá;1249
1/9/2022;Fluvial/Marítima;Resto de América;3816
1/9/2022;Fluvial/Marítima;Europa;2256
1/9/2022;Fluvial/Marítima;Resto del mundo;389
1/9/2022;Terrestre;Bolivia;10014
1/9/2022;Terrestre;Brasil;30370
1/9/2022;Terrestre;Chile;34515
1/9/2022;Terrestre;Paraguay;31027
1/9/2022;Terrestre;Uruguay;60764
1/9/2022;Terrestre;EE.UU. y Canadá;1953
1/9/2022;Terrestre;Resto de América;6277
1/9/2022;Terrestre;Europa;5385
1/9/2022;Terrestre;Resto del mundo;1105
1/10/2022;Aérea;Bolivia;4029
1/10/2022;Aérea;Brasil;49980
1/10/2022;Aérea;Chile;21418
1/10/2022;Aérea;Paraguay;3949
1/10/2022;Aérea;Uruguay;3003
1/10/2022;Aérea;EE.UU. y Canadá;20923
1/10/2022;Aérea;Resto de América;30396
1/10/2022;Aérea;Europa;26418
1/10/2022;Aérea;Resto del mundo;5472
1/10/2022;Fluvial/Marítima;Bolivia;2278
1/10/2022;Fluvial/Marítima;Brasil;8491
1/10/2022;Fluvial/Marítima;Chile;866
1/10/2022;Fluvial/Marítima;Paraguay;3958
1/10/2022;Fluvial/Marítima;Uruguay;36483
1/10/2022;Fluvial/Marítima;EE.UU. y Canadá;2034
1/10/2022;Fluvial/Marítima;Resto de América;5071
1/10/2022;Fluvial/Marítima;Europa;4236
1/10/2022;Fluvial/Marítima;Resto del mundo;580
1/10/2022;Terrestre;Bolivia;11470
1/10/2022;Terrestre;Brasil;30326
1/10/2022;Terrestre;Chile;40176
1/10/2022;Terrestre;Paraguay;36617
1/10/2022;Terrestre;Uruguay;52758
1/10/2022;Terrestre;EE.UU. y Canadá;3909
1/10/2022;Terrestre;Resto de América;5752
1/10/2022;Terrestre;Europa;12081
1/10/2022;Terrestre;Resto del mundo;1985
1/11/2022;Aérea;Bolivia;5883
1/11/2022;Aérea;Brasil;42670
1/11/2022;Aérea;Chile;23854
1/11/2022;Aérea;Paraguay;4640
1/11/2022;Aérea;Uruguay;3418
1/11/2022;Aérea;EE.UU. y Canadá;34433
1/11/2022;Aérea;Resto de América;36173
1/11/2022;Aérea;Europa;41947
1/11/2022;Aérea;Resto del mundo;6905
1/11/2022;Fluvial/Marítima;Bolivia;2565
1/11/2022;Fluvial/Marítima;Brasil;8811
1/11/2022;Fluvial/Marítima;Chile;952
1/11/2022;Fluvial/Marítima;Paraguay;4369
1/11/2022;Fluvial/Marítima;Uruguay;36051
1/11/2022;Fluvial/Marítima;EE.UU. y Canadá;4217
1/11/2022;Fluvial/Marítima;Resto de América;5784
1/11/2022;Fluvial/Marítima;Europa;8516
1/11/2022;Fluvial/Marítima;Resto del mundo;1189
1/11/2022;Terrestre;Bolivia;10296
1/11/2022;Terrestre;Brasil;26929
1/11/2022;Terrestre;Chile;51332
1/11/2022;Terrestre;Paraguay;32405
1/11/2022;Terrestre;Uruguay;47136
1/11/2022;Terrestre;EE.UU. y Canadá;7773
1/11/2022;Terrestre;Resto de América;7088
1/11/2022;Terrestre;Europa;24115
1/11/2022;Terrestre;Resto del mundo;3788
1/12/2022;Aérea;Bolivia;4361
1/12/2022;Aérea;Brasil;35701
1/12/2022;Aérea;Chile;21957
1/12/2022;Aérea;Paraguay;2906
1/12/2022;Aérea;Uruguay;2970
1/12/2022;Aérea;EE.UU. y Canadá;40883
1/12/2022;Aérea;Resto de América;30493
1/12/2022;Aérea;Europa;46232
1/12/2022;Aérea;Resto del mundo;8800
1/12/2022;Fluvial/Marítima;Bolivia;3512
1/12/2022;Fluvial/Marítima;Brasil;10351
1/12/2022;Fluvial/Marítima;Chile;1515
1/12/2022;Fluvial/Marítima;Paraguay;5336
1/12/2022;Fluvial/Marítima;Uruguay;23635
1/12/2022;Fluvial/Marítima;EE.UU. y Canadá;18248
1/12/2022;Fluvial/Marítima;Resto de América;9728
1/12/2022;Fluvial/Marítima;Europa;9555
1/12/2022;Fluvial/Marítima;Resto del mundo;2075
1/12/2022;Terrestre;Bolivia;15309
1/12/2022;Terrestre;Brasil;27019
1/12/2022;Terrestre;Chile;50824
1/12/2022;Terrestre;Paraguay;36283
1/12/2022;Terrestre;Uruguay;33917
1/12/2022;Terrestre;EE.UU. y Canadá;8726
1/12/2022;Terrestre;Resto de América;7316
1/12/2022;Terrestre;Europa;19867
1/12/2022;Terrestre;Resto del mundo;6445
1/1/2023;Aérea;Bolivia;5310
1/1/2023;Aérea;Brasil;55785
1/1/2023;Aérea;Chile;23920
1/1/2023;Aérea;Paraguay;2866
1/1/2023;Aérea;Uruguay;2622
1/1/2023;Aérea;EE.UU. y Canadá;58665
1/1/2023;Aérea;Resto de América;40605
1/1/2023;Aérea;Europa;66839
1/1/2023;Aérea;Resto del mundo;10208
1/1/2023;Fluvial/Marítima;Bolivia;6157
1/1/2023;Fluvial/Marítima;Brasil;28362
1/1/2023;Fluvial/Marítima;Chile;2911
1/1/2023;Fluvial/Marítima;Paraguay;7082
1/1/2023;Fluvial/Marítima;Uruguay;22687
1/1/2023;Fluvial/Marítima;EE.UU. y Canadá;22886
1/1/2023;Fluvial/Marítima;Resto de América;7587
1/1/2023;Fluvial/Marítima;Europa;13311
1/1/2023;Fluvial/Marítima;Resto del mundo;2837
1/1/2023;Terrestre;Bolivia;28820
1/1/2023;Terrestre;Brasil;54393
1/1/2023;Terrestre;Chile;82900
1/1/2023;Terrestre;Paraguay;53969
1/1/2023;Terrestre;Uruguay;68423
1/1/2023;Terrestre;EE.UU. y Canadá;11280
1/1/2023;Terrestre;Resto de América;10139
1/1/2023;Terrestre;Europa;27210
1/1/2023;Terrestre;Resto del mundo;10658
1/2/2023;Aérea;Bolivia;2590
1/2/2023;Aérea;Brasil;29919
1/2/2023;Aérea;Chile;32168
1/2/2023;Aérea;Paraguay;2538
1/2/2023;Aérea;Uruguay;1896
1/2/2023;Aérea;EE.UU. y Canadá;40599
1/2/2023;Aérea;Resto de América;25329
1/2/2023;Aérea;Europa;51502
1/2/2023;Aérea;Resto del mundo;9006
1/2/2023;Fluvial/Marítima;Bolivia;2475
1/2/2023;Fluvial/Marítima;Brasil;26275
1/2/2023;Fluvial/Marítima;Chile;5051
1/2/2023;Fluvial/Marítima;Paraguay;5645
1/2/2023;Fluvial/Marítima;Uruguay;25239
1/2/2023;Fluvial/Marítima;EE.UU. y Canadá;29182
1/2/2023;Fluvial/Marítima;Resto de América;5158
1/2/2023;Fluvial/Marítima;Europa;17393
1/2/2023;Fluvial/Marítima;Resto del mundo;3249
1/2/2023;Terrestre;Bolivia;15745
1/2/2023;Terrestre;Brasil;30949
1/2/2023;Terrestre;Chile;165701
1/2/2023;Terrestre;Paraguay;38669
1/2/2023;Terrestre;Uruguay;62258
1/2/2023;Terrestre;EE.UU. y Canadá;10559
1/2/2023;Terrestre;Resto de América;6729
1/2/2023;Terrestre;Europa;26487
1/2/2023;Terrestre;Resto del mundo;9717
1/3/2023;Aérea;Bolivia;3345
1/3/2023;Aérea;Brasil;36357
1/3/2023;Aérea;Chile;27278
1/3/2023;Aérea;Paraguay;3320
1/3/2023;Aérea;Uruguay;3570
1/3/2023;Aérea;EE.UU. y Canadá;50079
1/3/2023;Aérea;Resto de América;34141
1/3/2023;Aérea;Europa;58826
1/3/2023;Aérea;Resto del mundo;11673
1/3/2023;Fluvial/Marítima;Bolivia;1878
1/3/2023;Fluvial/Marítima;Brasil;11853
1/3/2023;Fluvial/Marítima;Chile;2866
1/3/2023;Fluvial/Marítima;Paraguay;4754
1/3/2023;Fluvial/Marítima;Uruguay;29474
1/3/2023;Fluvial/Marítima;EE.UU. y Canadá;24356
1/3/2023;Fluvial/Marítima;Resto de América;7186
1/3/2023;Fluvial/Marítima;Europa;17097
1/3/2023;Fluvial/Marítima;Resto del mundo;2818
1/3/2023;Terrestre;Bolivia;11058
1/3/2023;Terrestre;Brasil;26299
1/3/2023;Terrestre;Chile;72848
1/3/2023;Terrestre;Paraguay;29822
1/3/2023;Terrestre;Uruguay;43800
1/3/2023;Terrestre;EE.UU. y Canadá;10580
1/3/2023;Terrestre;Resto de América;7087
1/3/2023;Terrestre;Europa;26766
1/3/2023;Terrestre;Resto del mundo;6338
1/4/2023;Aérea;Bolivia;3196
1/4/2023;Aérea;Brasil;46778
1/4/2023;Aérea;Chile;27249
1/4/2023;Aérea;Paraguay;4031
1/4/2023;Aérea;Uruguay;4393
1/4/2023;Aérea;EE.UU. y Canadá;32990
1/4/2023;Aérea;Resto de América;35610
1/4/2023;Aérea;Europa;45263
1/4/2023;Aérea;Resto del mundo;8991
1/4/2023;Fluvial/Marítima;Bolivia;1933
1/4/2023;Fluvial/Marítima;Brasil;10318
1/4/2023;Fluvial/Marítima;Chile;1509
1/4/2023;Fluvial/Marítima;Paraguay;4366
